Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese,Punteggio
poliestere,colorato,lungo,estate,2022-06-10,pioggia,15,estate,giugno,27
poliestere,scuro,lungo,all,2022-02-24,soleggiato,3,inverno,febbraio,26
poliestere,scuro,lungo,autunno_inverno,2022-07-29,pioggia,26,estate,luglio,13
cotone,colorato,lungo,autunno_inverno,2022-12-01,pioggia,4,inverno,dicembre,28
poliestere,colorato,lungo,estate,2022-01-28,nuvoloso,4,inverno,gennaio,23
poliestere,colorato,lungo,estate,2022-05-30,pioggia,17,primavera,maggio,25
poliestere,colorato,lungo,estate,2022-12-18,nuvoloso,1,inverno,dicembre,23
poliestere,colorato,lungo,primavera_estate,2022-06-17,pioggia,31,estate,giugno,14
poliestere,colorato,lungo,estate,2022-01-18,soleggiato,0,inverno,gennaio,23
poliestere,scuro,lungo,all,2022-02-18,nuvoloso,6,inverno,febbraio,26
poliestere,colorato,lungo,all,2022-01-17,soleggiato,3,inverno,gennaio,26
poliestere,colorato,lungo,estate,2022-05-07,pioggia,16,primavera,maggio,25
poliestere,scuro,lungo,estate,2022-01-16,soleggiato,8,inverno,gennaio,23
poliestere,scuro,lungo,all,2022-05-20,soleggiato,18,primavera,maggio,24
poliestere,scuro,lungo,all,2022-03-21,soleggiato,5,primavera,marzo,26
poliestere,scuro,lungo,autunno,2022-08-29,pioggia,28,estate,agosto,14
cotone,scuro,lungo,primavera_estate,2022-12-08,pioggia,13,inverno,dicembre,24
poliestere,chiaro,lungo,all,2022-11-08,soleggiato,10,autunno,novembre,25
poliestere,scuro,lungo,estate,2022-08-12,pioggia,24,estate,agosto,23
poliestere,scuro,lungo,all,2022-07-07,pioggia,22,estate,luglio,20
poliestere,chiaro,lungo,estate,2022-06-28,soleggiato,33,estate,giugno,20
poliestere,scuro,lungo,estate,2022-05-28,pioggia,24,primavera,maggio,21
velluto,scuro,lungo,autunno_inverno,2022-07-05,pioggia,19,estate,luglio,19
cotone,colorato,lungo,estate,2022-12-24,pioggia,14,inverno,dicembre,23
cotone,colorato,lungo,estate,2022-11-10,pioggia,16,autunno,novembre,23
poliestere,scuro,lungo,estate,2022-05-17,soleggiato,23,primavera,maggio,16
cotone,scuro,lungo,estate,2022-07-09,soleggiato,25,estate,luglio,18
poliestere,scuro,lungo,estate,2022-05-07,pioggia,7,primavera,maggio,27
cotone,scuro,lungo,estate,2022-06-14,pioggia,24,estate,giugno,26
cotone,colorato,lungo,all,2022-01-21,soleggiato,-1,inverno,gennaio,26
poliestere,scuro,lungo,autunno_inverno,2022-10-07,soleggiato,15,autunno,ottobre,26
poliestere,scuro,lungo,estate,2022-08-08,pioggia,18,estate,agosto,27
poliestere,chiaro,lungo,autunno_inverno,2022-08-31,pioggia,22,estate,agosto,18
velluto,scuro,lungo,autunno_inverno,2022-11-10,nuvoloso,15,autunno,novembre,23
poliestere,scuro,lungo,primavera_estate,2022-09-01,pioggia,22,autunno,settembre,18
cotone,colorato,lungo,estate,2022-02-11,neve,3,inverno,febbraio,23
poliestere,colorato,lungo,estate,2022-09-12,soleggiato,22,autunno,settembre,17
poliestere,colorato,lungo,estate,2022-09-27,pioggia,13,autunno,settembre,22
poliestere,scuro,lungo,all,2022-07-13,soleggiato,28,estate,luglio,10
cotone,chiaro,lungo,estate,2022-11-18,pioggia,17,autunno,novembre,23
poliestere,colorato,lungo,estate,2022-03-18,pioggia,14,primavera,marzo,26
cotone,scuro,lungo,estate,2022-08-17,pioggia,28,estate,agosto,23
poliestere,scuro,lungo,estate,2022-08-24,soleggiato,25,estate,agosto,13
poliestere,colorato,lungo,all,2022-07-27,pioggia,29,estate,luglio,15
poliestere,scuro,lungo,autunno,2022-05-21,soleggiato,26,primavera,maggio,9
raso,colorato,lungo,estate,2022-12-06,pioggia,15,inverno,dicembre,17
poliestere,chiaro,lungo,estate,2022-11-21,pioggia,9,autunno,novembre,23
cotone,scuro,lungo,all,2022-09-01,pioggia,24,autunno,settembre,23
poliestere,scuro,lungo,all,2022-09-08,pioggia,25,autunno,settembre,15
poliestere,colorato,lungo,all,2022-09-30,pioggia,20,autunno,settembre,20
poliestere,scuro,lungo,estate,2022-11-20,pioggia,13,autunno,novembre,22
poliestere,chiaro,lungo,estate,2022-01-01,nuvoloso,10,inverno,gennaio,22
poliestere,scuro,lungo,all,2022-12-07,pioggia,12,inverno,dicembre,25
velluto,scuro,lungo,autunno_inverno,2022-09-20,soleggiato,21,autunno,settembre,14
poliestere,scuro,lungo,all,2022-08-03,soleggiato,34,estate,agosto,7
cotone,scuro,lungo,estate,2022-08-18,pioggia,22,estate,agosto,26
poliestere,chiaro,lungo,all,2022-01-23,soleggiato,5,inverno,gennaio,26
poliestere,scuro,lungo,estate,2022-02-12,soleggiato,4,inverno,febbraio,23
poliestere,chiaro,lungo,all,2022-12-07,soleggiato,2,inverno,dicembre,26
cotone,colorato,lungo,all,2022-04-14,soleggiato,18,primavera,aprile,26
cotone,scuro,lungo,estate,2022-10-19,soleggiato,20,autunno,ottobre,15
poliestere,colorato,lungo,all,2022-09-03,pioggia,14,autunno,settembre,25
poliestere,scuro,lungo,estate,2022-03-11,soleggiato,3,primavera,marzo,27
poliestere,scuro,lungo,estate,2022-10-16,soleggiato,20,autunno,ottobre,12
cotone,colorato,lungo,estate,2022-03-01,nuvoloso,2,primavera,marzo,27
poliestere,scuro,lungo,estate,2022-01-09,neve,0,inverno,gennaio,23
poliestere,colorato,lungo,all,2022-07-17,pioggia,33,estate,luglio,12
poliestere,scuro,lungo,all,2022-03-12,nuvoloso,3,primavera,marzo,26
poliestere,colorato,lungo,all,2022-07-06,pioggia,30,estate,luglio,12
raso,colorato,lungo,estate,2022-02-07,soleggiato,4,inverno,febbraio,16
poliestere,colorato,lungo,estate,2022-04-11,soleggiato,8,primavera,aprile,27
poliestere,scuro,lungo,estate,2022-09-01,pioggia,19,autunno,settembre,21
poliestere,scuro,lungo,estate,2022-11-10,soleggiato,21,autunno,novembre,12
poliestere,scuro,lungo,estate,2022-07-28,soleggiato,33,estate,luglio,10
poliestere,scuro,lungo,all,2022-07-15,soleggiato,29,estate,luglio,10
poliestere,colorato,lungo,all,2022-09-11,pioggia,25,autunno,settembre,15
poliestere,scuro,lungo,estate,2022-06-13,soleggiato,28,estate,giugno,13
poliestere,colorato,lungo,autunno,2022-06-09,pioggia,23,estate,giugno,19
poliestere,scuro,lungo,all,2022-04-28,pioggia,14,primavera,aprile,25
poliestere,colorato,lungo,estate,2022-08-07,pioggia,24,estate,agosto,23
poliestere,scuro,lungo,all,2022-11-15,pioggia,8,autunno,novembre,26
poliestere,colorato,lungo,all,2022-08-19,pioggia,21,estate,agosto,20
cotone,colorato,lungo,estate,2022-12-01,neve,-2,inverno,dicembre,23
poliestere,scuro,lungo,all,2022-04-08,pioggia,15,primavera,aprile,24
poliestere,chiaro,lungo,estate,2022-05-16,pioggia,14,primavera,maggio,26
cotone,colorato,lungo,estate,2022-11-12,nuvoloso,10,autunno,novembre,23
poliestere,scuro,lungo,all,2022-11-16,pioggia,11,autunno,novembre,25
poliestere,colorato,lungo,estate,2022-04-28,soleggiato,15,primavera,aprile,25
poliestere,scuro,lungo,estate,2022-01-18,soleggiato,10,inverno,gennaio,22
poliestere,colorato,lungo,estate,2022-06-26,pioggia,30,estate,giugno,15
poliestere,scuro,lungo,estate,2022-06-25,pioggia,26,estate,giugno,18
poliestere,scuro,lungo,all,2022-12-11,nuvoloso,5,inverno,dicembre,26
cotone,colorato,lungo,estate,2022-06-04,nuvoloso,27,estate,giugno,23
poliestere,scuro,lungo,autunno_inverno,2022-08-21,pioggia,23,estate,agosto,18
cotone,scuro,lungo,all,2022-07-22,soleggiato,33,estate,luglio,12
poliestere,scuro,lungo,estate,2022-02-11,nuvoloso,7,inverno,febbraio,23
cotone,scuro,lungo,all,2022-02-19,pioggia,12,inverno,febbraio,26
poliestere,colorato,lungo,estate,2022-12-14,nuvoloso,1,inverno,dicembre,23
poliestere,scuro,lungo,all,2022-04-18,soleggiato,8,primavera,aprile,26
poliestere,colorato,lungo,all,2022-06-08,pioggia,19,estate,giugno,24
poliestere,colorato,lungo,estate,2022-02-23,soleggiato,6,inverno,febbraio,23
poliestere,chiaro,lungo,all,2022-09-13,soleggiato,25,autunno,settembre,20
poliestere,chiaro,lungo,estate,2022-01-30,soleggiato,-2,inverno,gennaio,23
poliestere,chiaro,lungo,estate,2022-01-31,pioggia,5,inverno,gennaio,23
poliestere,colorato,lungo,estate,2022-02-09,soleggiato,5,inverno,febbraio,23
poliestere,scuro,lungo,all,2022-07-29,pioggia,27,estate,luglio,15
poliestere,scuro,lungo,primavera_estate,2022-04-17,pioggia,8,primavera,aprile,28
poliestere,scuro,lungo,all,2022-01-01,soleggiato,4,inverno,gennaio,26
poliestere,colorato,lungo,all,2022-08-07,pioggia,26,estate,agosto,15
poliestere,colorato,lungo,estate,2022-05-23,nuvoloso,20,primavera,maggio,21
cotone,chiaro,lungo,estate,2022-11-19,pioggia,20,autunno,novembre,20
poliestere,chiaro,lungo,estate,2022-03-23,soleggiato,8,primavera,marzo,27
poliestere,colorato,lungo,estate,2022-05-19,pioggia,20,primavera,maggio,21
cotone,chiaro,lungo,all,2022-08-27,pioggia,26,estate,agosto,20
poliestere,colorato,lungo,all,2022-12-05,pioggia,13,inverno,dicembre,25
poliestere,colorato,lungo,estate,2022-09-15,pioggia,26,autunno,settembre,12
poliestere,chiaro,lungo,estate,2022-03-16,soleggiato,10,primavera,marzo,26
poliestere,chiaro,lungo,estate,2022-11-07,soleggiato,15,autunno,novembre,21
raso,scuro,lungo,all,2022-06-17,soleggiato,27,estate,giugno,12
poliestere,colorato,lungo,all,2022-09-15,pioggia,16,autunno,settembre,24
poliestere,scuro,lungo,all,2022-05-24,pioggia,24,primavera,maggio,20
poliestere,scuro,lungo,all,2022-03-16,pioggia,10,primavera,marzo,25
poliestere,colorato,lungo,estate,2022-05-07,pioggia,15,primavera,maggio,25
poliestere,scuro,lungo,all,2022-02-08,soleggiato,1,inverno,febbraio,26
raso,scuro,lungo,primavera_estate,2022-11-23,pioggia,7,autunno,novembre,18
velluto,colorato,lungo,autunno_inverno,2022-09-23,nuvoloso,14,autunno,settembre,25
poliestere,scuro,lungo,all,2022-10-03,soleggiato,22,autunno,ottobre,15
cotone,scuro,lungo,estate,2022-06-19,soleggiato,24,estate,giugno,21
velluto,scuro,lungo,all,2022-11-18,pioggia,12,autunno,novembre,23
poliestere,scuro,lungo,estate,2022-06-06,soleggiato,31,estate,giugno,10
poliestere,colorato,lungo,primavera_estate,2022-08-11,soleggiato,26,estate,agosto,17
cotone,scuro,lungo,estate,2022-04-23,nuvoloso,11,primavera,aprile,27
poliestere,colorato,lungo,estate,2022-09-01,pioggia,14,autunno,settembre,22
poliestere,colorato,lungo,estate,2022-12-04,pioggia,12,inverno,dicembre,22
poliestere,scuro,lungo,estate,2022-08-14,soleggiato,32,estate,agosto,10
velluto,scuro,lungo,autunno_inverno,2022-10-23,pioggia,16,autunno,ottobre,23
cotone,scuro,lungo,autunno_inverno,2022-12-13,neve,2,inverno,dicembre,28
poliestere,colorato,lungo,estate,2022-12-19,nuvoloso,2,inverno,dicembre,23
poliestere,scuro,lungo,estate,2022-08-12,soleggiato,24,estate,agosto,18
seta,scuro,lungo,all,2022-06-03,pioggia,27,estate,giugno,18
poliestere,colorato,lungo,primavera_estate,2022-09-22,soleggiato,14,autunno,settembre,23
cotone,chiaro,lungo,estate,2022-02-28,pioggia,8,inverno,febbraio,23
poliestere,colorato,lungo,all,2022-12-16,pioggia,15,inverno,dicembre,24
poliestere,scuro,lungo,all,2022-11-01,soleggiato,15,autunno,novembre,24
poliestere,colorato,lungo,estate,2022-08-05,pioggia,30,estate,agosto,15
poliestere,scuro,lungo,autunno,2022-04-28,soleggiato,9,primavera,aprile,25
poliestere,colorato,lungo,all,2022-08-24,soleggiato,27,estate,agosto,15
poliestere,colorato,lungo,all,2022-11-08,soleggiato,2,autunno,novembre,26
poliestere,colorato,lungo,all,2022-02-22,pioggia,3,inverno,febbraio,26
cotone,chiaro,lungo,autunno_inverno,2022-10-03,soleggiato,21,autunno,ottobre,30
poliestere,colorato,lungo,all,2022-09-15,pioggia,27,autunno,settembre,15
poliestere,scuro,lungo,all,2022-12-08,pioggia,3,inverno,dicembre,26
poliestere,colorato,lungo,estate,2022-08-01,soleggiato,30,estate,agosto,15
poliestere,colorato,lungo,estate,2022-10-24,soleggiato,19,autunno,ottobre,21
poliestere,colorato,lungo,primavera,2022-03-23,soleggiato,8,primavera,marzo,29
poliestere,scuro,lungo,estate,2022-04-02,pioggia,8,primavera,aprile,27
poliestere,scuro,lungo,all,2022-07-20,soleggiato,28,estate,luglio,10
poliestere,colorato,lungo,primavera_estate,2022-08-22,soleggiato,28,estate,agosto,17
poliestere,scuro,lungo,estate,2022-04-03,nuvoloso,5,primavera,aprile,27
poliestere,scuro,lungo,primavera_estate,2022-12-25,nuvoloso,13,inverno,dicembre,23
poliestere,chiaro,lungo,estate,2022-07-30,pioggia,31,estate,luglio,15
poliestere,colorato,lungo,primavera_estate,2022-07-01,pioggia,18,estate,luglio,26
poliestere,colorato,lungo,estate,2022-06-01,pioggia,18,estate,giugno,27
poliestere,chiaro,lungo,all,2022-02-16,soleggiato,2,inverno,febbraio,26
poliestere,scuro,lungo,estate,2022-04-17,soleggiato,10,primavera,aprile,26
poliestere,colorato,lungo,estate,2022-05-13,pioggia,20,primavera,maggio,21
poliestere,scuro,lungo,all,2022-04-22,pioggia,13,primavera,aprile,25
poliestere,scuro,lungo,all,2022-07-13,soleggiato,28,estate,luglio,10
poliestere,scuro,lungo,estate,2022-02-01,soleggiato,5,inverno,febbraio,23
cotone,chiaro,lungo,all,2022-05-15,pioggia,24,primavera,maggio,23
poliestere,colorato,lungo,primavera_estate,2022-11-29,neve,-6,autunno,novembre,24
poliestere,colorato,lungo,estate,2022-07-31,soleggiato,29,estate,luglio,18
poliestere,scuro,lungo,estate,2022-12-05,soleggiato,15,inverno,dicembre,21
poliestere,colorato,lungo,primavera_estate,2022-08-19,pioggia,14,estate,agosto,27
cotone,scuro,lungo,estate,2022-07-04,soleggiato,31,estate,luglio,15
poliestere,scuro,lungo,all,2022-03-24,soleggiato,10,primavera,marzo,25
poliestere,scuro,lungo,estate,2022-08-28,soleggiato,28,estate,agosto,13
poliestere,colorato,lungo,estate,2022-06-30,nuvoloso,27,estate,giugno,18
cotone,chiaro,lungo,all,2022-10-18,soleggiato,21,autunno,ottobre,28
poliestere,scuro,lungo,estate,2022-05-26,soleggiato,25,primavera,maggio,11
velluto,scuro,lungo,autunno_inverno,2022-05-23,nuvoloso,22,primavera,maggio,15
poliestere,scuro,lungo,all,2022-10-19,soleggiato,14,autunno,ottobre,25
poliestere,colorato,lungo,estate,2022-11-09,nuvoloso,17,autunno,novembre,21
poliestere,colorato,lungo,primavera_estate,2022-11-05,nuvoloso,11,autunno,novembre,23
poliestere,colorato,lungo,estate,2022-03-30,pioggia,9,primavera,marzo,27
poliestere,colorato,lungo,all,2022-06-22,soleggiato,27,estate,giugno,15
poliestere,scuro,lungo,all,2022-05-11,pioggia,18,primavera,maggio,24
poliestere,scuro,lungo,all,2022-07-20,soleggiato,30,estate,luglio,7
poliestere,colorato,lungo,estate,2022-08-21,soleggiato,26,estate,agosto,18
poliestere,scuro,lungo,all,2022-12-09,pioggia,8,inverno,dicembre,26
poliestere,scuro,lungo,estate,2022-03-12,soleggiato,3,primavera,marzo,27
poliestere,colorato,lungo,estate,2022-08-24,pioggia,15,estate,agosto,27
poliestere,colorato,lungo,estate,2022-09-28,pioggia,17,autunno,settembre,21
poliestere,scuro,lungo,estate,2022-04-30,pioggia,14,primavera,aprile,26
poliestere,chiaro,lungo,estate,2022-01-21,pioggia,6,inverno,gennaio,23
poliestere,colorato,lungo,primavera,2022-12-07,pioggia,8,inverno,dicembre,25
poliestere,scuro,lungo,all,2022-05-05,pioggia,12,primavera,maggio,25
poliestere,scuro,lungo,estate,2022-01-26,soleggiato,4,inverno,gennaio,23
poliestere,scuro,lungo,all,2022-07-03,soleggiato,31,estate,luglio,7
raso,scuro,lungo,all,2022-09-26,pioggia,21,autunno,settembre,19
poliestere,scuro,lungo,all,2022-01-07,pioggia,10,inverno,gennaio,25
poliestere,colorato,lungo,autunno_inverno,2022-08-26,pioggia,29,estate,agosto,13
poliestere,scuro,lungo,all,2022-10-07,soleggiato,19,autunno,ottobre,24
cotone,scuro,lungo,estate,2022-01-31,neve,-5,inverno,gennaio,23
poliestere,colorato,lungo,primavera_estate,2022-08-25,pioggia,28,estate,agosto,17
poliestere,scuro,lungo,estate,2022-10-17,soleggiato,21,autunno,ottobre,12
poliestere,chiaro,lungo,estate,2022-09-24,pioggia,13,autunno,settembre,22
poliestere,colorato,lungo,primavera_estate,2022-06-08,pioggia,25,estate,giugno,17
poliestere,colorato,lungo,primavera_estate,2022-03-09,soleggiato,2,primavera,marzo,28
cotone,scuro,lungo,all,2022-10-22,pioggia,9,autunno,ottobre,26
velluto,scuro,lungo,all,2022-01-16,nuvoloso,5,inverno,gennaio,26
cotone,colorato,lungo,autunno_inverno,2022-12-06,soleggiato,13,inverno,dicembre,28
poliestere,scuro,lungo,autunno,2022-10-27,soleggiato,18,autunno,ottobre,27
poliestere,colorato,lungo,estate,2022-01-25,soleggiato,0,inverno,gennaio,23
cotone,scuro,lungo,all,2022-02-05,soleggiato,6,inverno,febbraio,26
cotone,scuro,lungo,all,2022-06-04,pioggia,24,estate,giugno,23
poliestere,chiaro,lungo,estate,2022-07-11,soleggiato,27,estate,luglio,23
poliestere,chiaro,lungo,all,2022-07-06,pioggia,16,estate,luglio,24
poliestere,colorato,lungo,estate,2022-04-29,soleggiato,13,primavera,aprile,26
poliestere,colorato,lungo,all,2022-12-02,neve,-3,inverno,dicembre,26
cotone,colorato,lungo,estate,2022-01-08,pioggia,6,inverno,gennaio,23
poliestere,scuro,lungo,all,2022-06-15,nuvoloso,29,estate,giugno,15
poliestere,chiaro,lungo,all,2022-02-06,neve,1,inverno,febbraio,26
seta,scuro,lungo,all,2022-05-13,soleggiato,21,primavera,maggio,17
poliestere,scuro,lungo,all,2022-01-28,pioggia,6,inverno,gennaio,26
poliestere,scuro,lungo,estate,2022-10-14,soleggiato,16,autunno,ottobre,21
poliestere,chiaro,lungo,estate,2022-12-12,pioggia,8,inverno,dicembre,23
poliestere,colorato,lungo,estate,2022-06-22,soleggiato,25,estate,giugno,18
poliestere,scuro,lungo,primavera_estate,2022-09-07,pioggia,24,autunno,settembre,18
poliestere,colorato,lungo,estate,2022-03-12,soleggiato,-1,primavera,marzo,27
cotone,scuro,lungo,estate,2022-10-07,soleggiato,22,autunno,ottobre,15
cotone,colorato,lungo,estate,2022-06-24,pioggia,26,estate,giugno,23
poliestere,scuro,lungo,estate,2022-10-16,pioggia,18,autunno,ottobre,21
poliestere,scuro,lungo,estate,2022-05-07,pioggia,16,primavera,maggio,25
poliestere,scuro,lungo,estate,2022-12-16,pioggia,2,inverno,dicembre,23
cotone,scuro,lungo,all,2022-08-13,pioggia,12,estate,agosto,26
poliestere,scuro,lungo,estate,2022-04-23,pioggia,11,primavera,aprile,26
poliestere,scuro,lungo,all,2022-10-02,soleggiato,18,autunno,ottobre,24
poliestere,chiaro,lungo,estate,2022-02-11,soleggiato,4,inverno,febbraio,23
poliestere,colorato,lungo,all,2022-11-20,soleggiato,8,autunno,novembre,26
poliestere,scuro,lungo,all,2022-09-08,pioggia,15,autunno,settembre,24
cotone,scuro,lungo,estate,2022-04-05,pioggia,6,primavera,aprile,27
poliestere,scuro,lungo,estate,2022-06-15,pioggia,23,estate,giugno,23
poliestere,colorato,lungo,all,2022-04-16,soleggiato,15,primavera,aprile,24
poliestere,colorato,lungo,estate,2022-12-09,pioggia,5,inverno,dicembre,23
poliestere,colorato,lungo,estate,2022-06-25,pioggia,29,estate,giugno,18
poliestere,chiaro,lungo,estate,2022-04-15,soleggiato,16,primavera,aprile,25
poliestere,scuro,lungo,primavera_estate,2022-01-29,soleggiato,2,inverno,gennaio,24
poliestere,scuro,lungo,all,2022-04-20,nuvoloso,11,primavera,aprile,25
poliestere,scuro,lungo,estate,2022-05-02,pioggia,9,primavera,maggio,27
poliestere,colorato,lungo,primavera_estate,2022-01-11,pioggia,3,inverno,gennaio,24
poliestere,scuro,lungo,all,2022-11-24,pioggia,17,autunno,novembre,24
cotone,scuro,lungo,estate,2022-04-28,pioggia,4,primavera,aprile,27
poliestere,colorato,lungo,all,2022-03-16,soleggiato,9,primavera,marzo,26
poliestere,scuro,lungo,estate,2022-11-05,soleggiato,9,autunno,novembre,23
poliestere,scuro,lungo,estate,2022-09-15,nuvoloso,25,autunno,settembre,12
cotone,scuro,lungo,all,2022-09-02,pioggia,13,autunno,settembre,26
poliestere,scuro,lungo,all,2022-09-30,pioggia,23,autunno,settembre,20
velluto,scuro,lungo,autunno_inverno,2022-05-06,pioggia,14,primavera,maggio,21
poliestere,colorato,lungo,estate,2022-02-27,pioggia,2,inverno,febbraio,23
poliestere,colorato,lungo,estate,2022-12-16,nuvoloso,3,inverno,dicembre,23
poliestere,scuro,lungo,estate,2022-05-31,pioggia,11,primavera,maggio,26
poliestere,colorato,lungo,estate,2022-09-04,pioggia,27,autunno,settembre,12
poliestere,scuro,lungo,primavera_estate,2022-08-04,pioggia,27,estate,agosto,17
poliestere,scuro,lungo,all,2022-10-08,soleggiato,21,autunno,ottobre,15
poliestere,chiaro,lungo,all,2022-03-29,nuvoloso,9,primavera,marzo,26
poliestere,scuro,lungo,estate,2022-01-19,soleggiato,5,inverno,gennaio,23
raso,colorato,lungo,all,2022-11-13,pioggia,10,autunno,novembre,20
cotone,colorato,lungo,all,2022-09-18,nuvoloso,13,autunno,settembre,26
poliestere,scuro,lungo,autunno_inverno,2022-08-01,soleggiato,30,estate,agosto,5
poliestere,scuro,lungo,estate,2022-09-23,soleggiato,16,autunno,settembre,21
velluto,colorato,lungo,autunno_inverno,2022-11-01,soleggiato,20,autunno,novembre,19
poliestere,scuro,lungo,estate,2022-07-01,pioggia,30,estate,luglio,15
cotone,chiaro,lungo,estate,2022-07-04,soleggiato,35,estate,luglio,25
cotone,scuro,lungo,estate,2022-12-22,pioggia,6,inverno,dicembre,23
poliestere,colorato,lungo,estate,2022-03-27,soleggiato,11,primavera,marzo,26
poliestere,scuro,lungo,estate,2022-09-28,pioggia,20,autunno,settembre,17
poliestere,chiaro,lungo,primavera_estate,2022-07-09,soleggiato,24,estate,luglio,27
poliestere,chiaro,lungo,estate,2022-09-13,soleggiato,25,autunno,settembre,17
poliestere,scuro,lungo,all,2022-12-12,pioggia,14,inverno,dicembre,25
