Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese,Punteggio
poliestere,scuro,corto,all,2022-04-26,pioggia,10.3,primavera,aprile,17
cotone,scuro,corto,all,2022-06-30,pioggia,24.0,estate,giugno,23
poliestere,scuro,corto,estate,2022-05-23,pioggia,16.45,primavera,maggio,19
cotone,colorato,corto,all,2022-10-11,soleggiato,17.299999999999997,autunno,ottobre,20
poliestere,scuro,corto,all,2022-04-27,nuvoloso,14.35,primavera,aprile,17
cotone,chiaro,corto,all,2022-02-08,soleggiato,7.95,inverno,febbraio,16
poliestere,scuro,corto,all,2022-09-06,soleggiato,27.35,autunno,settembre,16
poliestere,chiaro,corto,estate,2022-03-21,pioggia,5.1,primavera,marzo,17
cotone,chiaro,corto,estate,2022-08-09,pioggia,22.6,estate,agosto,26
poliestere,scuro,corto,all,2022-11-18,pioggia,17.2,autunno,novembre,18
poliestere,scuro,corto,all,2022-03-20,soleggiato,5.0,primavera,marzo,16
poliestere,colorato,corto,all,2022-04-16,pioggia,17.25,primavera,aprile,18
cotone,chiaro,corto,all,2022-01-14,soleggiato,-4.8,inverno,gennaio,16
cotone,scuro,corto,primavera_estate,2022-06-16,pioggia,29.1,estate,giugno,28
poliestere,colorato,corto,primavera_estate,2022-03-15,pioggia,-1.65,primavera,marzo,18
cotone,scuro,corto,all,2022-07-17,pioggia,30.4,estate,luglio,27
poliestere,colorato,corto,estate,2022-02-03,soleggiato,6.1,inverno,febbraio,13
poliestere,colorato,corto,all,2022-09-11,soleggiato,26.15,autunno,settembre,21
poliestere,scuro,corto,all,2022-04-26,neve,2.85,primavera,aprile,16
cotone,scuro,corto,all,2022-05-23,pioggia,25.2,primavera,maggio,26
poliestere,scuro,corto,estate,2022-09-25,nuvoloso,24.1,autunno,settembre,17
poliestere,scuro,corto,estate,2022-07-16,pioggia,19.45,estate,luglio,21
poliestere,colorato,corto,estate,2022-10-15,nuvoloso,12.3,autunno,ottobre,14
poliestere,colorato,corto,estate,2022-11-03,nuvoloso,11.65,autunno,novembre,14
poliestere,scuro,corto,all,2022-08-25,pioggia,25.8,estate,agosto,21
poliestere,colorato,corto,estate,2022-01-26,soleggiato,-2.1,inverno,gennaio,13
poliestere,colorato,corto,all,2022-04-16,soleggiato,17.5,primavera,aprile,18
poliestere,colorato,corto,estate,2022-10-28,soleggiato,17.4,autunno,ottobre,15
poliestere,scuro,corto,estate,2022-05-06,pioggia,10.1,primavera,maggio,18
cotone,chiaro,corto,estate,2022-03-10,soleggiato,5.0,primavera,marzo,17
poliestere,colorato,corto,estate,2022-04-07,pioggia,10.65,primavera,aprile,18
poliestere,scuro,corto,estate,2022-01-10,neve,-1.55,inverno,gennaio,13
poliestere,scuro,corto,estate,2022-05-28,pioggia,18.5,primavera,maggio,19
poliestere,colorato,corto,all,2022-11-19,soleggiato,7.0,autunno,novembre,16
cotone,scuro,corto,estate,2022-02-06,pioggia,7.95,inverno,febbraio,13
poliestere,colorato,corto,all,2022-04-18,pioggia,12.3,primavera,aprile,17
poliestere,scuro,corto,estate,2022-06-30,soleggiato,28.3,estate,giugno,19
poliestere,scuro,corto,estate,2022-04-25,pioggia,12.75,primavera,aprile,18
poliestere,colorato,corto,estate,2022-08-04,pioggia,21.1,estate,agosto,23
poliestere,colorato,corto,primavera,2022-02-22,pioggia,5.45,inverno,febbraio,15
cotone,chiaro,corto,primavera,2022-02-16,pioggia,1.4,inverno,febbraio,15
poliestere,colorato,corto,estate,2022-08-13,pioggia,25.1,estate,agosto,24
poliestere,colorato,corto,estate,2022-02-02,neve,-2.35,inverno,febbraio,13
poliestere,scuro,corto,primavera,2022-06-07,pioggia,25.3,estate,giugno,22
poliestere,scuro,corto,primavera_estate,2022-11-14,pioggia,12.15,autunno,novembre,15
poliestere,colorato,corto,all,2022-05-28,pioggia,22.5,primavera,maggio,20
cotone,scuro,corto,estate,2022-03-29,nuvoloso,11.15,primavera,marzo,19
poliestere,chiaro,corto,estate,2022-04-24,soleggiato,10.65,primavera,aprile,18
poliestere,scuro,corto,all,2022-11-12,nuvoloso,10.9,autunno,novembre,17
poliestere,colorato,corto,all,2022-05-28,pioggia,23.9,primavera,maggio,20
poliestere,colorato,corto,all,2022-05-08,pioggia,17.7,primavera,maggio,18
poliestere,chiaro,corto,estate,2022-01-30,soleggiato,2.0,inverno,gennaio,13
poliestere,scuro,corto,all,2022-04-29,nuvoloso,14.8,primavera,aprile,17
poliestere,scuro,corto,all,2022-05-06,pioggia,14.3,primavera,maggio,17
poliestere,scuro,corto,estate,2022-11-30,pioggia,12.0,autunno,novembre,14
cotone,scuro,corto,all,2022-02-20,soleggiato,4.6000000000000005,inverno,febbraio,16
poliestere,colorato,corto,primavera,2022-05-03,pioggia,13.9,primavera,maggio,20
poliestere,scuro,corto,estate,2022-04-05,soleggiato,7.85,primavera,aprile,17
poliestere,scuro,corto,estate,2022-05-10,pioggia,17.2,primavera,maggio,19
cotone,scuro,corto,estate,2022-03-08,soleggiato,0.1,primavera,marzo,17
poliestere,colorato,corto,estate,2022-09-10,pioggia,22.15,autunno,settembre,17
poliestere,scuro,corto,all,2022-09-01,pioggia,21.2,autunno,settembre,20
poliestere,colorato,corto,estate,2022-11-30,pioggia,3.2,autunno,novembre,13
poliestere,scuro,corto,estate,2022-07-12,pioggia,26.15,estate,luglio,24
poliestere,colorato,corto,estate,2022-01-08,soleggiato,6.050000000000001,inverno,gennaio,13
cotone,scuro,corto,all,2022-12-23,nuvoloso,6.0,inverno,dicembre,16
poliestere,chiaro,corto,primavera_estate,2022-01-27,nuvoloso,0.6499999999999999,inverno,gennaio,14
poliestere,scuro,corto,estate,2022-07-11,pioggia,26.9,estate,luglio,24
poliestere,scuro,corto,all,2022-09-30,pioggia,14.75,autunno,settembre,17
poliestere,chiaro,corto,all,2022-06-14,pioggia,21.8,estate,giugno,20
poliestere,colorato,corto,estate,2022-04-10,soleggiato,4.199999999999999,primavera,aprile,17
poliestere,chiaro,corto,autunno_inverno,2022-12-13,pioggia,3.15,inverno,dicembre,18
poliestere,colorato,corto,all,2022-05-30,nuvoloso,19.05,primavera,maggio,18
poliestere,scuro,corto,estate,2022-08-31,pioggia,27.45,estate,agosto,24
poliestere,scuro,corto,all,2022-12-17,pioggia,5.1,inverno,dicembre,16
poliestere,chiaro,corto,estate,2022-07-15,soleggiato,31.25,estate,luglio,30
poliestere,colorato,corto,estate,2022-11-29,pioggia,0.9999999999999998,autunno,novembre,13
cotone,scuro,corto,all,2022-01-25,soleggiato,2.85,inverno,gennaio,16
poliestere,scuro,corto,all,2022-12-21,pioggia,4.199999999999999,inverno,dicembre,16
cotone,chiaro,corto,estate,2022-12-03,pioggia,4.55,inverno,dicembre,13
cotone,chiaro,corto,estate,2022-12-07,pioggia,12.85,inverno,dicembre,15
poliestere,chiaro,corto,estate,2022-07-01,soleggiato,30.35,estate,luglio,30
velluto,scuro,corto,autunno_inverno,2022-03-01,soleggiato,-0.1,primavera,marzo,15
cotone,colorato,corto,estate,2022-03-04,pioggia,5.8500000000000005,primavera,marzo,17
cotone,colorato,corto,estate,2022-05-30,pioggia,5.6,primavera,maggio,17
poliestere,colorato,corto,estate,2022-09-09,pioggia,23.85,autunno,settembre,17
poliestere,colorato,corto,estate,2022-07-02,soleggiato,34.75,estate,luglio,25
poliestere,colorato,corto,primavera_estate,2022-10-11,soleggiato,17.75,autunno,ottobre,16
poliestere,scuro,corto,estate,2022-01-19,nuvoloso,2.3000000000000003,inverno,gennaio,13
poliestere,scuro,corto,all,2022-08-14,soleggiato,22.35,estate,agosto,15
poliestere,colorato,corto,primavera_estate,2022-09-25,pioggia,19.2,autunno,settembre,16
cotone,colorato,corto,estate,2022-12-04,pioggia,6.95,inverno,dicembre,13
cotone,chiaro,corto,all,2022-05-18,pioggia,15.4,primavera,maggio,20
poliestere,scuro,corto,estate,2022-07-09,soleggiato,24.4,estate,luglio,18
poliestere,colorato,corto,all,2022-08-24,soleggiato,23.8,estate,agosto,20
raso,colorato,corto,all,2022-01-02,pioggia,9.55,inverno,gennaio,10
cotone,colorato,corto,all,2022-08-26,pioggia,23.0,estate,agosto,23
cotone,colorato,corto,estate,2022-05-02,pioggia,15.1,primavera,maggio,21
poliestere,scuro,corto,estate,2022-12-13,pioggia,6.75,inverno,dicembre,13
poliestere,colorato,corto,estate,2022-10-16,soleggiato,19.65,autunno,ottobre,15
poliestere,scuro,corto,estate,2022-04-16,pioggia,15.6,primavera,aprile,19
velluto,scuro,corto,autunno_inverno,2022-01-20,pioggia,7.3,inverno,gennaio,18
poliestere,scuro,corto,all,2022-01-04,pioggia,4.550000000000001,inverno,gennaio,16
poliestere,colorato,corto,estate,2022-01-09,neve,-0.95,inverno,gennaio,13
poliestere,colorato,corto,estate,2022-11-24,nuvoloso,4.15,autunno,novembre,13
poliestere,colorato,corto,estate,2022-05-15,pioggia,19.3,primavera,maggio,19
poliestere,scuro,corto,all,2022-08-21,pioggia,31.9,estate,agosto,22
cotone,chiaro,corto,all,2022-03-13,soleggiato,4.15,primavera,marzo,16
poliestere,colorato,corto,all,2022-07-28,pioggia,29.85,estate,luglio,21
poliestere,colorato,corto,estate,2022-05-08,pioggia,15.15,primavera,maggio,19
raso,scuro,corto,estate,2022-09-04,pioggia,26.35,autunno,settembre,20
cotone,scuro,corto,all,2022-10-30,soleggiato,17.1,autunno,ottobre,20
poliestere,chiaro,corto,estate,2022-04-29,soleggiato,15.15,primavera,aprile,19
cotone,colorato,corto,all,2022-11-09,nuvoloso,14.8,autunno,novembre,18
poliestere,scuro,corto,primavera_estate,2022-11-28,nuvoloso,3.7,autunno,novembre,14
poliestere,colorato,corto,primavera_estate,2022-10-19,soleggiato,21.2,autunno,ottobre,18
poliestere,scuro,corto,estate,2022-07-07,pioggia,25.8,estate,luglio,24
poliestere,scuro,corto,estate,2022-08-14,soleggiato,32.3,estate,agosto,20
poliestere,scuro,corto,all,2022-05-14,pioggia,20.05,primavera,maggio,20
poliestere,colorato,corto,all,2022-10-07,soleggiato,19.8,autunno,ottobre,18
poliestere,scuro,corto,all,2022-03-13,pioggia,8.65,primavera,marzo,16
poliestere,chiaro,corto,all,2022-03-18,pioggia,8.5,primavera,marzo,16
poliestere,colorato,corto,estate,2022-01-07,soleggiato,-11.05,inverno,gennaio,13
poliestere,scuro,corto,all,2022-05-23,nuvoloso,20.8,primavera,maggio,20
poliestere,colorato,corto,primavera_estate,2022-04-04,nuvoloso,5.5,primavera,aprile,18
poliestere,colorato,corto,estate,2022-05-16,soleggiato,21.9,primavera,maggio,21
velluto,scuro,corto,autunno_inverno,2022-02-18,nuvoloso,5.45,inverno,febbraio,18
poliestere,scuro,corto,all,2022-04-04,pioggia,6.65,primavera,aprile,16
poliestere,scuro,corto,all,2022-01-15,soleggiato,3.55,inverno,gennaio,16
poliestere,colorato,corto,all,2022-09-19,soleggiato,17.1,autunno,settembre,18
poliestere,colorato,corto,primavera_estate,2022-04-17,pioggia,7.5,primavera,aprile,18
cotone,scuro,corto,all,2022-10-13,soleggiato,16.3,autunno,ottobre,20
poliestere,colorato,corto,estate,2022-09-15,pioggia,22.95,autunno,settembre,17
poliestere,scuro,corto,all,2022-09-18,pioggia,4.9,autunno,settembre,16
poliestere,scuro,corto,all,2022-06-28,pioggia,29.15,estate,giugno,21
cotone,colorato,corto,primavera,2022-05-11,pioggia,17.55,primavera,maggio,23
poliestere,colorato,corto,estate,2022-09-13,pioggia,14.05,autunno,settembre,14
cotone,scuro,corto,estate,2022-01-19,soleggiato,5.05,inverno,gennaio,13
poliestere,chiaro,corto,estate,2022-05-23,nuvoloso,23.4,primavera,maggio,21
cotone,colorato,corto,estate,2022-09-14,pioggia,22.6,autunno,settembre,20
cotone,chiaro,corto,all,2022-08-09,soleggiato,27.95,estate,agosto,31
poliestere,colorato,corto,all,2022-11-18,pioggia,9.8,autunno,novembre,16
poliestere,scuro,corto,all,2022-06-14,soleggiato,26.8,estate,giugno,16
cotone,scuro,corto,all,2022-08-06,soleggiato,31.15,estate,agosto,22
poliestere,chiaro,corto,all,2022-10-05,soleggiato,11.85,autunno,ottobre,17
poliestere,scuro,corto,estate,2022-07-17,soleggiato,30.05,estate,luglio,20
poliestere,chiaro,corto,estate,2022-01-15,soleggiato,3.1,inverno,gennaio,13
poliestere,scuro,corto,estate,2022-10-07,pioggia,19.05,autunno,ottobre,15
poliestere,scuro,corto,all,2022-12-17,pioggia,6.05,inverno,dicembre,16
poliestere,colorato,corto,estate,2022-08-13,soleggiato,24.3,estate,agosto,23
poliestere,colorato,corto,primavera,2022-10-10,pioggia,8.5,autunno,ottobre,15
cotone,scuro,corto,all,2022-09-21,soleggiato,15.9,autunno,settembre,20
poliestere,chiaro,corto,estate,2022-10-17,soleggiato,19.200000000000003,autunno,ottobre,15
cotone,colorato,corto,all,2022-04-08,pioggia,11.75,primavera,aprile,18
poliestere,colorato,corto,primavera_estate,2022-08-16,soleggiato,35.05,estate,agosto,24
poliestere,colorato,corto,all,2022-07-29,pioggia,31.15,estate,luglio,22
cotone,chiaro,corto,estate,2022-10-14,soleggiato,17.15,autunno,ottobre,17
poliestere,scuro,corto,all,2022-09-21,soleggiato,10.15,autunno,settembre,17
cotone,chiaro,corto,estate,2022-12-22,nuvoloso,4.15,inverno,dicembre,13
poliestere,chiaro,corto,estate,2022-05-28,pioggia,26.5,primavera,maggio,22
poliestere,chiaro,corto,estate,2022-03-14,nuvoloso,7.2,primavera,marzo,17
poliestere,scuro,corto,all,2022-04-27,soleggiato,15.9,primavera,aprile,18
poliestere,colorato,corto,estate,2022-10-22,pioggia,22.0,autunno,ottobre,17
poliestere,scuro,corto,all,2022-09-30,pioggia,20.65,autunno,settembre,20
poliestere,scuro,corto,estate,2022-02-14,pioggia,8.75,inverno,febbraio,13
poliestere,colorato,corto,primavera_estate,2022-01-10,neve,0.8,inverno,gennaio,14
cotone,scuro,corto,all,2022-12-08,pioggia,13.2,inverno,dicembre,18
poliestere,scuro,corto,estate,2022-10-23,nuvoloso,20.3,autunno,ottobre,17
poliestere,scuro,corto,all,2022-01-03,pioggia,8.6,inverno,gennaio,16
poliestere,scuro,corto,all,2022-09-16,pioggia,26.0,autunno,settembre,21
poliestere,colorato,corto,estate,2022-04-08,pioggia,11.95,primavera,aprile,18
poliestere,colorato,corto,estate,2022-05-22,soleggiato,26.75,primavera,maggio,22
poliestere,colorato,corto,estate,2022-09-30,pioggia,26.9,autunno,settembre,18
cotone,colorato,corto,estate,2022-06-28,soleggiato,31.75,estate,giugno,30
poliestere,scuro,corto,primavera_estate,2022-03-23,soleggiato,7.550000000000001,primavera,marzo,18
poliestere,scuro,corto,estate,2022-02-15,pioggia,8.65,inverno,febbraio,13
poliestere,scuro,corto,all,2022-12-05,neve,-1.8,inverno,dicembre,16
poliestere,colorato,corto,all,2022-09-15,pioggia,25.65,autunno,settembre,21
poliestere,scuro,corto,primavera_estate,2022-09-17,pioggia,20.4,autunno,settembre,18
poliestere,scuro,corto,all,2022-12-09,pioggia,13.8,inverno,dicembre,17
velluto,scuro,corto,autunno_inverno,2022-05-14,soleggiato,20.950000000000003,primavera,maggio,10
poliestere,colorato,corto,estate,2022-02-25,soleggiato,1.65,inverno,febbraio,13
poliestere,scuro,corto,estate,2022-05-31,soleggiato,22.6,primavera,maggio,16
velluto,scuro,corto,autunno_inverno,2022-01-26,nuvoloso,0.6499999999999999,inverno,gennaio,19
poliestere,scuro,corto,estate,2022-03-27,soleggiato,10.35,primavera,marzo,18
poliestere,scuro,corto,estate,2022-05-01,pioggia,11.45,primavera,maggio,18
poliestere,scuro,corto,all,2022-06-19,soleggiato,23.45,estate,giugno,15
poliestere,scuro,corto,estate,2022-11-24,soleggiato,12.05,autunno,novembre,14
poliestere,colorato,corto,estate,2022-06-24,soleggiato,28.2,estate,giugno,24
poliestere,colorato,corto,all,2022-11-20,pioggia,7.15,autunno,novembre,16
cotone,scuro,corto,all,2022-07-15,pioggia,28.35,estate,luglio,26
cotone,scuro,corto,estate,2022-08-17,soleggiato,35.05,estate,agosto,25
poliestere,chiaro,corto,estate,2022-11-14,nuvoloso,10.75,autunno,novembre,14
poliestere,scuro,corto,all,2022-02-04,nuvoloso,5.65,inverno,febbraio,16
velluto,scuro,corto,all,2022-02-17,pioggia,2.55,inverno,febbraio,17
cotone,colorato,corto,estate,2022-12-24,pioggia,7.5,inverno,dicembre,13
poliestere,colorato,corto,all,2022-02-17,soleggiato,6.05,inverno,febbraio,16
poliestere,scuro,corto,all,2022-04-12,soleggiato,10.95,primavera,aprile,17
poliestere,scuro,corto,estate,2022-12-19,nuvoloso,3.9,inverno,dicembre,13
poliestere,colorato,corto,all,2022-01-16,soleggiato,2.2,inverno,gennaio,16
cotone,colorato,corto,estate,2022-04-28,pioggia,11.65,primavera,aprile,19
poliestere,colorato,corto,primavera_estate,2022-02-19,pioggia,7.75,inverno,febbraio,14
poliestere,chiaro,corto,estate,2022-02-07,pioggia,6.3,inverno,febbraio,13
raso,chiaro,corto,all,2022-04-21,pioggia,14.7,primavera,aprile,12
poliestere,chiaro,corto,all,2022-06-14,pioggia,25.3,estate,giugno,21
poliestere,colorato,corto,primavera_estate,2022-01-07,pioggia,9.9,inverno,gennaio,14
cotone,scuro,corto,all,2022-08-20,soleggiato,31.6,estate,agosto,22
poliestere,colorato,corto,all,2022-04-22,neve,2.8000000000000003,primavera,aprile,16
cotone,colorato,corto,estate,2022-02-07,soleggiato,4.15,inverno,febbraio,13
cotone,chiaro,corto,autunno_inverno,2022-07-05,soleggiato,25.450000000000003,estate,luglio,29
poliestere,scuro,corto,all,2022-02-27,soleggiato,2.3,inverno,febbraio,16
poliestere,chiaro,corto,all,2022-06-25,soleggiato,34.35,estate,giugno,27
poliestere,colorato,corto,estate,2022-08-11,pioggia,27.1,estate,agosto,24
raso,scuro,corto,all,2022-08-05,pioggia,32.45,estate,agosto,26
poliestere,colorato,corto,primavera_estate,2022-05-26,soleggiato,22.2,primavera,maggio,22
poliestere,colorato,corto,estate,2022-04-12,soleggiato,2.05,primavera,aprile,17
poliestere,colorato,corto,all,2022-06-26,soleggiato,28.4,estate,giugno,21
poliestere,scuro,corto,all,2022-01-29,soleggiato,2.2,inverno,gennaio,16
poliestere,scuro,corto,estate,2022-11-27,nuvoloso,1.8000000000000005,autunno,novembre,13
cotone,scuro,corto,all,2022-12-13,nuvoloso,-5.1,inverno,dicembre,16
poliestere,colorato,corto,estate,2022-06-10,soleggiato,22.6,estate,giugno,23
poliestere,scuro,corto,all,2022-01-10,soleggiato,1.5,inverno,gennaio,16
poliestere,colorato,corto,estate,2022-09-24,pioggia,15.55,autunno,settembre,15
cotone,scuro,corto,all,2022-03-02,soleggiato,2.25,primavera,marzo,16
poliestere,colorato,corto,estate,2022-07-01,pioggia,27.8,estate,luglio,24
poliestere,colorato,corto,all,2022-10-01,pioggia,19.0,autunno,ottobre,18
cotone,chiaro,corto,estate,2022-10-07,soleggiato,18.55,autunno,ottobre,17
cotone,chiaro,corto,all,2022-12-03,pioggia,5.55,inverno,dicembre,16
cotone,scuro,corto,estate,2022-08-30,pioggia,21.9,estate,agosto,26
velluto,scuro,corto,autunno_inverno,2022-10-01,pioggia,14.55,autunno,ottobre,17
velluto,scuro,corto,autunno_inverno,2022-12-08,pioggia,13.4,inverno,dicembre,17
poliestere,chiaro,corto,all,2022-04-09,pioggia,-1.85,primavera,aprile,16
cotone,scuro,corto,all,2022-02-20,pioggia,9.1,inverno,febbraio,16
poliestere,colorato,corto,estate,2022-10-26,nuvoloso,19.7,autunno,ottobre,15
poliestere,chiaro,corto,estate,2022-12-20,pioggia,4.0,inverno,dicembre,13
poliestere,scuro,corto,all,2022-03-30,pioggia,8.85,primavera,marzo,16
poliestere,colorato,corto,primavera_estate,2022-02-03,soleggiato,5.4,inverno,febbraio,14
cotone,chiaro,corto,all,2022-05-24,soleggiato,19.1,primavera,maggio,20
cotone,scuro,corto,all,2022-05-14,soleggiato,23.0,primavera,maggio,18
poliestere,scuro,corto,estate,2022-02-26,neve,3.7,inverno,febbraio,13
raso,colorato,corto,estate,2022-12-19,soleggiato,7.800000000000001,inverno,dicembre,7
poliestere,colorato,corto,primavera_estate,2022-02-14,pioggia,8.45,inverno,febbraio,14
poliestere,scuro,corto,all,2022-04-14,soleggiato,11.9,primavera,aprile,17
cotone,scuro,corto,all,2022-07-01,pioggia,26.85,estate,luglio,26
cotone,chiaro,corto,all,2022-05-01,pioggia,16.4,primavera,maggio,20
poliestere,colorato,corto,estate,2022-09-21,pioggia,18.8,autunno,settembre,15
poliestere,colorato,corto,estate,2022-08-24,soleggiato,27.25,estate,agosto,24
poliestere,colorato,corto,estate,2022-01-22,neve,-3.9,inverno,gennaio,13
cotone,scuro,corto,all,2022-07-01,pioggia,23.75,estate,luglio,23
raso,chiaro,corto,all,2022-08-19,pioggia,23.6,estate,agosto,19
poliestere,colorato,corto,estate,2022-05-04,pioggia,17.2,primavera,maggio,19
poliestere,colorato,corto,estate,2022-02-20,nuvoloso,14.65,inverno,febbraio,14
poliestere,scuro,corto,estate,2022-10-29,soleggiato,16.75,autunno,ottobre,15
poliestere,scuro,corto,all,2022-08-23,pioggia,25.6,estate,agosto,21
poliestere,scuro,corto,all,2022-11-08,soleggiato,15.25,autunno,novembre,18
poliestere,colorato,corto,estate,2022-08-12,pioggia,26.700000000000003,estate,agosto,24
cotone,chiaro,corto,all,2022-04-18,pioggia,1.5,primavera,aprile,16
poliestere,chiaro,corto,estate,2022-03-20,soleggiato,4.699999999999999,primavera,marzo,17
poliestere,scuro,corto,estate,2022-06-05,pioggia,27.15,estate,giugno,24
poliestere,colorato,corto,primavera_estate,2022-06-16,pioggia,21.35,estate,giugno,22
poliestere,scuro,corto,estate,2022-01-17,nuvoloso,1.1,inverno,gennaio,13
velluto,scuro,corto,all,2022-03-13,pioggia,2.4,primavera,marzo,17
poliestere,scuro,corto,all,2022-11-29,pioggia,3.3,autunno,novembre,16
